track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
3gegbtYGClUcA05vbmI2z5,Ghost Ship,Black Sands Remixed,Bonobo,2012-03-09,260124,42,0.736,0.00163,0.659,0.806,0.0905,-6.549,0.0352,108.871,4
6t2gHlvw7kTK6M7M5f7S6K,From You,Fragments,Bonobo,2022-01-14,210280,52,0.655,0.569,0.499,0.763,0.111,-10.039,0.0433,140.022,4
6bwcWOibIUyOJQ2FgMbeIH,El Toro,Black Sands,Bonobo,2010-03-29,224293,44,0.653,0.00207,0.64,0.706,0.3,-7.915,0.0308,103.376,4
1yGTwR9AcrzQ67JGnwO3jZ,If You Stayed Over,Days To Come,Bonobo,2006-10-02,323773,44,0.263,0.734,0.321,0.805,0.0971,-13.59,0.0324,85.001,4
48ppHBSOoD5Iz1gV3pjfOC,Something for Windy,Dial 'M' for Monkey,Bonobo,2003-06-17,71253,39,0.739,0.731,0.472,0.754,0.657,-14.724,0.0379,110.003,4
5xz5dUtU2xooSP75BwRJ3H,Ten Tigers,The North Borders,Bonobo,2013-03-21,243780,41,0.711,0.152,0.836,0.636,0.157,-9.156,0.0452,99.984,4
3rCtueI7qBN2kZBZnXuk5K,Linked,Linked,Bonobo,2019-07-01,369461,49,0.713,0.539,0.725,0.886,0.111,-9.951,0.0385,122.041,4
3fsQsL36PH1G8mn68lsFRK,Walk In The Sky,Days To Come,Bonobo,2006-10-02,274893,42,0.752,0.5,0.504,0.0832,0.628,-10.2,0.0573,100.013,4
61g7oQKm8DFEL7r2g9LS8x,Migration,Migration,Bonobo,2017-01-13,327400,43,0.561,0.763,0.565,0.948,0.166,-12.374,0.0373,122.072,4
3cg38isdTrBH63B4BMywsw,Jets,The North Borders,Bonobo,2013-03-21,274823,41,0.698,0.257,0.605,0.302,0.102,-8.493,0.0653,88.033,4
6VhlABJh5uaZOpyyi5wute,Nothing Owed,Dial 'M' for Monkey,Bonobo,2003-06-17,376533,38,0.641,0.362,0.414,0.833,0.25,-11.95,0.0432,90.007,4
0tXU2cpXxXysj6jg4vSUbv,Recurring,Days To Come,Bonobo,2006-10-02,306666,43,0.366,0.154,0.649,0.941,0.202,-9.374,0.0357,116.252,4
0dl55Rny3g7RzDOFfLbVsJ,Fold - Mixed,Global Underground #46: ANNA - Lisbon,ANNA,2024-06-21,287811,43,0.745,0.0484,0.888,0.84,0.154,-9.02,0.0476,127.995,3
1d5hX0RYHcDM4aHJHSm5cr,Sapphire,The North Borders,Bonobo,2013-03-21,287728,42,0.641,0.048,0.631,0.612,0.137,-9.976,0.0312,135.024,4
6CxfaUiVzPPjxtyDwjiH6q,Return to Air,Flashlight EP,Bonobo,2014-12-01,302542,37,0.731,0.213,0.671,0.182,0.143,-9.307,0.0504,100.012,4
0oBV4QAfY26kcYqRLRv5ST,Between The Lines,Days To Come,Bonobo,2006-10-02,276573,40,0.745,0.567,0.509,0.524,0.661,-10.0,0.0395,99.493,4
3aWPdd6U1xbsIEGEpUaPyQ,No Reason,Migration,Bonobo,2017-01-13,448983,44,0.656,0.321,0.589,0.532,0.104,-12.332,0.0493,121.003,4
7rF2bHXc5wa3hM3114pppm,Know You,The North Borders,Bonobo,2013-03-21,245287,39,0.734,0.047,0.702,0.669,0.179,-8.179,0.0409,126.995,4
4d9LscecWjNIkll4aY52Fi,D Song,Dial 'M' for Monkey,Bonobo,2003-06-17,319666,36,0.717,0.47,0.574,0.861,0.27,-9.554,0.0372,95.002,4
5LB8Xop5SuozvPINeSSMf5,Silver,Animal Magic,Bonobo,2000-07-25,393533,39,0.681,0.247,0.574,0.9,0.105,-12.411,0.0368,111.028,4
5VDnV2q6OrlrPsHsDZtIP1,6000 Ft.,Heartbreak / 6000 Ft.,Bonobo,2020-11-13,336092,39,0.656,0.0793,0.902,0.871,0.0472,-9.453,0.0403,121.015,4
0GgHrDkSornl31hRNgBpCq,The Shark,One Offs (Remixes & B Sides),Bonobo,2002-08-12,296040,32,0.801,0.0842,0.673,0.819,0.329,-11.252,0.0398,113.89,4
1hHswNRFdwR5HZSBKdVEOs,Kota,Animal Magic,Bonobo,2000-07-25,324693,35,0.745,0.221,0.599,0.885,0.379,-11.531,0.0384,112.012,4
57SjNJSHWhBAsZkRWEfTDJ,"The Ties That Bind - Live at Staples Center, Los Angeles, CA - 10/23/1999",Bruce Springsteen & The E Street Band - The Reunion Tour '99,Bruce Springsteen,2024-07-26,223318,53,0.436,0.00123,0.969,2.32e-06,0.169,-3.294,0.0803,131.389,4
7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,1984-06-04,241306,84,0.527,0.0115,0.942,0.0,0.188,-5.64,0.0366,148.723,4
3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Greatest Hits,Bruce Springsteen,1995-02-27,195080,77,0.741,0.294,0.29,0.118,0.0924,-13.251,0.0302,93.699,4
3JzVK0f8gqAAjyEDyXAys4,Sandpaper (feat. Bruce Springsteen),The Great American Bar Scene,Zach Bryan,2024-07-04,216253,77,0.518,0.213,0.526,0.000168,0.0853,-8.467,0.0407,86.845,4
1KsI8NEeAna8ZIdojI3FiT,Hungry Heart,The River,Bruce Springsteen,1980-10-17,199453,71,0.641,0.0857,0.894,0.009,0.157,-7.41,0.0273,109.823,4
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,Born In The U.S.A.,Bruce Springsteen,1984-06-04,155880,80,0.62,0.589,0.446,0.0299,0.0727,-14.451,0.0347,88.591,4
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Born To Run,Bruce Springsteen,1975-08-25,269920,72,0.27,0.00501,0.944,2.05e-05,0.116,-4.199,0.0975,146.347,4
68uuz61IqrSJjO6ffO3yHc,Secret Garden,Greatest Hits,Bruce Springsteen,1995-02-27,266613,63,0.52,0.576,0.329,0.0418,0.12,-14.224,0.0266,86.857,4
7HrzErXq3TsKOY1gmdIShB,The River,The River,Bruce Springsteen,1980-10-17,301546,65,0.587,0.179,0.536,2.75e-05,0.305,-11.248,0.0304,117.498,4
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Born In The U.S.A.,Bruce Springsteen,1984-06-04,278680,76,0.398,0.000373,0.952,7.75e-05,0.1,-6.042,0.061,122.093,4
56lhDZNQ5J47aog6mGKeGk,Thunder Road,Born To Run,Bruce Springsteen,1975-08-25,288720,64,0.369,0.623,0.758,1.78e-05,0.531,-5.871,0.0364,140.71,4
7i0VrdLCDhvgWXfcT6EQJG,Tougher Than the Rest,Tunnel Of Love,Bruce Springsteen,1987-10-09,273866,61,0.6,0.2,0.514,0.000774,0.107,-11.178,0.0249,98.957,4
7vIyudiO2Tr9hZ2yzfwQmx,Waitin' On A Sunny Day,The Rising,Bruce Springsteen,2002-07-30,256133,59,0.584,0.0116,0.82,4.04e-05,0.0991,-5.228,0.0271,106.055,4
2Y90nL1ohB4sgYELDs7uNx,Glory Days,Born In The U.S.A.,Bruce Springsteen,1984-06-04,254733,71,0.574,0.0457,0.96,0.0,0.121,-4.906,0.032,117.486,4
0M1YQiRGel1tTMjA3orfRd,Badlands,Darkness On the Edge of Town,Bruce Springsteen,1978-06-02,242453,61,0.609,0.0862,0.777,1.16e-05,0.278,-7.548,0.0487,122.612,4
0nqbZ17t9v52SCemAm1QP0,Brilliant Disguise,Tunnel Of Love,Bruce Springsteen,1987-10-09,254840,58,0.703,0.152,0.726,1.45e-06,0.0319,-12.438,0.029,126.353,4
4Gmdm6oRVwJgsM8gYnwRoE,Tenth Avenue Freeze-Out,Born To Run,Bruce Springsteen,1975-08-25,190466,57,0.702,0.482,0.777,0.0,0.0789,-4.446,0.0347,116.819,4
6dahFmHrgncgVJjsI1ws7e,My Hometown,Born In The U.S.A.,Bruce Springsteen,1984-06-04,279666,61,0.652,0.486,0.338,5.9e-05,0.0744,-11.58,0.0367,116.881,4
29b70iOlgRkYQ8ZzINZXph,Sad Eyes - Studio Outtake - 1990,Tracks,Bruce Springsteen,1998-11-10,227733,55,0.694,0.511,0.463,1.62e-05,0.105,-11.187,0.0279,114.831,4
2KQq1pn2eUDEFitdQ4WzzZ,The Promised Land,Darkness On the Edge of Town,Bruce Springsteen,1978-06-02,268453,56,0.568,0.0152,0.793,0.000737,0.134,-6.575,0.0339,115.11,4
2czBvzOv3TvnyoW7Ozo7fP,The Rising,The Rising,Bruce Springsteen,2002-07-30,287040,56,0.499,0.0655,0.761,0.0,0.0895,-6.381,0.0324,110.186,4
2zMlWt4aYreVczVERFK94w,No Surrender,Born In The U.S.A.,Bruce Springsteen,1984-06-04,240146,58,0.351,0.00382,0.947,1.81e-06,0.559,-4.965,0.0503,153.762,4
1o53HbxmOy5TzThJdBaDZb,Human Touch,Human Touch,Bruce Springsteen,1992-03-31,388800,56,0.651,0.00244,0.516,5.93e-05,0.0973,-13.628,0.0277,115.154,4
19nEbLE6eLXatpuMw3rdtM,Nightshift,Only the Strong Survive,Bruce Springsteen,2022-11-11,296906,55,0.683,0.34,0.611,0.00115,0.0834,-6.416,0.0307,105.26,4
1Vp8U39YNsDfd6yVuaUq12,Atlantic City,Nebraska,Bruce Springsteen,1982-09-30,236653,56,0.475,0.311,0.429,0.0,0.376,-10.577,0.0367,108.034,4
0Ye9OGxiHF3jylblTCuX7Q,Prove It All Night,Darkness On the Edge of Town,Bruce Springsteen,1978-06-02,237440,54,0.456,0.0163,0.774,3.45e-05,0.466,-6.794,0.0302,114.027,4
