track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1KGi9sZVMeszgZOWivFpxs,No Scrubs,Fanmail,TLC,1999-02-23,214400,83,0.743,0.0251,0.675,0.000717,0.0685,-4.267,0.0953,92.909,4
4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,1997-03-04,257399,73,0.845,0.0128,0.884,2.1e-06,0.203,-4.506,0.0759,104.536,4
0nnwn7LWHCAu09jfuH1xTA,Slide,Dizzy up the Girl,The Goo Goo Dolls,1998-09-11,212066,74,0.395,0.00483,0.843,0.0,0.0404,-4.476,0.0374,112.423,4
42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,Third Eye Blind,Third Eye Blind,1997-04-08,268360,75,0.64,0.00832,0.864,0.0,0.123,-6.576,0.0314,102.026,4
4c6vZqYHFur11FbWATIJ9P,There She Goes,The La's,The La's,1990,162186,74,0.533,0.013,0.761,0.829,0.207,-10.632,0.0298,122.777,4
7mnGQesk1TzQLzQ9bYWZPR,She's so High,Tal Bachman,Tal Bachman,1999-02-23,224693,71,0.537,0.2,0.84,2.15e-06,0.0998,-4.626,0.0363,124.269,4
3mwvKOyMmG77zZRunnxp9E,Buddy Holly,Weezer,Weezer,1994-05-10,159226,76,0.556,0.00271,0.92,0.00021,0.117,-4.606,0.0367,121.138,4
3Ti0GdlrotgwsAVBBugv0I,Can I Kick It?,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),A Tribe Called Quest,1990-04-17,251573,69,0.848,0.173,0.666,0.000699,0.129,-6.547,0.274,96.662,4
0uEp9E98JB5awlA084uaIg,Doo Wop (That Thing),The Miseducation of Lauryn Hill,Ms. Lauryn Hill,1998-08-25,320266,78,0.535,0.0393,0.505,0.0,0.0923,-8.926,0.245,99.935,4
4ZtqsOdBbS6GoedzzRGSo9,Breathe,The Fat of the Land,The Prodigy,1997-06-30,336280,52,0.673,0.0121,0.808,0.878,0.037,-6.183,0.0491,130.041,4
5vYA1mW9g2Coh1HUFUSmlb,3AM,Yourself or Someone Like You,Matchbox Twenty,1996-10-01,225946,72,0.521,0.00573,0.673,0.0,0.12,-8.685,0.0284,108.031,4
0uqvSVhGgQTIdj9G51vhvv,Finally,Finally,CeCe Peniston,1992-01-01,245000,63,0.791,0.00653,0.658,0.0,0.0472,-11.128,0.0445,120.066,4
1JClFT74TYSXlzpagbmj0S,California Love - Original Version,Greatest Hits,2Pac,1998-01-01,285026,57,0.767,0.0303,0.856,1.91e-06,0.36,-2.715,0.041,91.535,4
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Californication (Deluxe Edition),Red Hot Chili Peppers,1999-06-08,215906,82,0.595,0.0779,0.717,0.00274,0.108,-4.803,0.0295,88.969,4
5mFQCdbvuzVATC7tP7XsPp,"Rhythm Is a Dancer - 7"" Edit",The Madman's Return,SNAP!,1992-01-01,225882,70,0.794,0.271,0.745,0.00041,0.143,-11.367,0.037,124.249,4
4BggEwLhGfrbrl7JBhC8EC,Butterfly,The Gift Of Game,Crazy Town,1999-11-04,216733,73,0.736,0.00132,0.811,0.000142,0.107,-4.17,0.081,103.502,4
2KVwlelhxKUy8LVV6JypH3,Push,Yourself or Someone Like You,Matchbox Twenty,1996-10-01,238666,73,0.42,0.0067,0.672,0.0,0.108,-7.902,0.027,168.019,4
2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,Sublime,1996-07-30,182746,80,0.682,0.0268,0.765,3.42e-05,0.188,-5.021,0.0395,90.807,4
6mz1fBdKATx6qP4oP1I65G,Pony,R&B: From Doo-Wop To Hip-Hop,Various Artists,1999-10-08,251733,69,0.749,0.00186,0.605,0.0381,0.115,-9.359,0.086,142.024,4
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,Enema Of The State,blink-182,1999-06-01,167066,83,0.434,0.0103,0.897,0.0,0.612,-4.918,0.0488,148.708,4
1H5VQuShs4qfwBXyHF0PeH,Narcotic - Radio Edit,Narcotic,Liquido,1998-07-10,236150,70,0.617,0.000876,0.607,0.0701,0.0918,-7.015,0.0231,102.068,4
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,266200,77,0.767,0.0163,0.787,0.583,0.0513,-9.897,0.0331,126.879,4
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,Another Level,Blackstreet,1996-09-09,304600,77,0.867,0.303,0.646,0.0,0.279,-4.674,0.288,88.634,4
7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,1984-06-04,241306,84,0.527,0.0115,0.942,0.0,0.188,-5.64,0.0366,148.723,4
3EvpaRZkKWxsgDIO2zMH7g,"Heaven Is A Place On Earth - Promo 7"" Edit",Heaven On Earth (Deluxe Edition),Belinda Carlisle,1987,233666,65,0.605,0.0171,0.902,1.31e-06,0.124,-5.804,0.0385,122.866,4
4tcauy2xyIv1q0ckvQmc4H,Material Girl - 2024 Remaster,Material Girl (2024 Remaster),Madonna,1985-01-23,242337,69,0.741,0.166,0.892,0.00189,0.0783,-2.567,0.031,136.403,4
5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,The Age of Consent,Bronski Beat,1984-10-15,302413,80,0.685,0.29,0.584,0.01,0.124,-10.616,0.0276,134.546,4
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Born In The U.S.A.,Bruce Springsteen,1984-06-04,278680,75,0.398,0.000373,0.952,7.75e-05,0.1,-6.042,0.061,122.093,4
3nFJbZCHP4d9vduKjJLdBL,Never Too Much,Never Too Much,Luther Vandross,1981-07-23,230466,74,0.734,0.125,0.586,0.0,0.0367,-11.866,0.129,109.933,4
65HA9FsYyA2xro9RzNlNmy,Kickstart My Heart,Dr. Feelgood (Deluxe Version),Mötley Crüe,1989-09-01,282653,77,0.363,0.00123,0.982,0.00218,0.284,-3.621,0.3,179.23,4
4euAGZTszWPrriggYK0HG9,Lay All Your Love On Me,Super Trouper,ABBA,1980,274466,77,0.678,0.117,0.727,0.00396,0.354,-7.844,0.0258,133.481,4
3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),Once Upon A Time (Super Deluxe),Simple Minds,1985,263040,75,0.66,0.168,0.816,0.0181,0.0608,-6.61,0.0299,111.346,4
7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,The Very Best of Bonnie Tyler,Bonnie Tyler,2009-03-26,267360,79,0.431,0.145,0.723,0.0,0.374,-5.887,0.0568,130.141,4
1A2PWRltFrX8iB8IP3CUgo,St. Elmos Fire (Man in Motion),St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,Various Artists,1985-01-01,251800,65,0.612,0.15,0.6,3.04e-06,0.222,-10.945,0.0327,111.203,4
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),Fleetwood Mac,1987-04-13,226653,81,0.73,0.258,0.487,0.01,0.0852,-10.991,0.0303,114.965,4
1K1TFdBh7NrDyKiwiJEmsy,Pretty in Pink,Talk Talk Talk,The Psychedelic Furs,1981,238106,62,0.386,0.105,0.916,0.00991,0.325,-5.955,0.0741,135.642,4
7j74lucZ59vqN67Ipe2ZcY,Maneater,H2O,Daryl Hall & John Oates,1982-10-04,273173,82,0.724,0.0405,0.498,8.56e-05,0.0761,-13.083,0.0423,88.825,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985-02-25,251488,87,0.645,0.347,0.795,0.00389,0.104,-12.095,0.0527,112.067,4
1CgmY8fVN7kstVDZmsdM5k,P.Y.T. (Pretty Young Thing),Thriller,Michael Jackson,1982-11-30,239026,71,0.894,0.172,0.67,0.000363,0.0691,-9.406,0.0474,127.209,4
4CoSCPlKNrWli7E5kFtbcl,Little Lies - 2017 Remaster,Tango In the Night (Deluxe Edition),Fleetwood Mac,1987-04-13,221053,74,0.64,0.216,0.649,8.3e-05,0.0551,-10.345,0.0264,124.825,4
21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Pump Up The Jam,Technotronic,1989-11-28,320306,70,0.885,0.0147,0.844,4.49e-06,0.0494,-9.225,0.0733,124.602,4
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,Tracy Chapman,1988-04-05,296800,81,0.711,0.313,0.292,0.0,0.131,-15.523,0.037,103.951,4
0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,The Queen Is Dead,The Smiths,1986-06-16,244586,80,0.523,0.04,0.769,0.0,0.136,-5.855,0.0269,136.162,4
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,The Best of Sade,Sade,1994-10-31,258693,79,0.734,0.238,0.58,0.0006,0.0298,-6.619,0.0321,119.336,4
7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Off the Wall,Michael Jackson,1979-08-10,220626,79,0.808,0.179,0.535,9.91e-05,0.158,-12.521,0.0353,114.031,4
2Di0qFNb7ATroCGB3q0Ka7,West End Girls - 2018 Remaster,Please: Further Listening 1984 - 1986 (2018 Remaster),Pet Shop Boys,1986-03-24,285906,70,0.656,0.000943,0.914,0.0628,0.159,-7.471,0.0394,113.259,4
19Ym5Sg0YyOCa6ao21bdoG,Gypsy,Greatest Hits,Fleetwood Mac,1988-11-21,264906,74,0.622,0.017,0.54,0.00771,0.265,-13.99,0.0261,130.879,4
76GlO5H5RT6g7y0gev86Nk,Just like Heaven,"Kiss Me, Kiss Me, Kiss Me",The Cure,1987-05-25,212000,69,0.43,0.0271,0.971,2.16e-05,0.185,-3.845,0.0524,151.219,4
0cGG2EouYCEEC3xfa0tDFV,Tainted Love,Non-Stop Erotic Cabaret,Soft Cell,1981,153800,81,0.5,0.462,0.501,0.0,0.26,-8.284,0.0376,144.438,4
1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Hounds Of Love,Kate Bush,1985-09-16,298933,80,0.629,0.719,0.545,0.00308,0.0604,-13.123,0.0546,108.376,4
5sJiLlgQKBL81QCTOkoLB5,Good Life,Paradise,Inner City,1989,244773,57,0.716,0.172,0.783,0.0346,0.0327,-12.876,0.0496,121.306,4
7L3b6iaVhDVjfo52Hbvh9Z,Edge of Seventeen - 2016 Remaster,Bella Donna (2016 Remastered),Stevie Nicks,1981-07-27,329413,71,0.591,0.327,0.804,5.98e-06,0.0818,-7.299,0.0454,111.457,4
3HCah9Waf9Jby9gLIWN4MI,Eyes Without A Face - Remastered 1999,Greatest Hits,Billy Idol,2001-01-01,297426,58,0.545,0.00823,0.646,0.22,0.159,-9.693,0.0405,85.761,4
1YrnDTqvcnUKxAIeXyaEmU,How Soon Is Now? - 2011 Remaster,Hatful of Hollow,The Smiths,1984,408173,71,0.398,0.000854,0.93,0.121,0.0874,-6.76,0.0615,190.818,4
5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,Working Class Dog,Rick Springfield,1981-03-13,194120,75,0.727,0.165,0.834,0.0,0.105,-5.851,0.0496,131.7,4
5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,Uprising,Bob Marley & The Wailers,1980,237000,82,0.916,0.36,0.72,0.00016,0.0958,-8.548,0.1,103.314,4
5dRQUolXAVX3BbCiIxmSsf,Your Love,Super Hits,The Outfield,1985,221840,75,0.555,0.103,0.757,1.16e-06,0.0631,-7.868,0.0601,129.607,4
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Too Low For Zero,Elton John,1983-05-30,183440,84,0.505,0.355,0.904,0.118,0.14,-6.863,0.179,176.811,4
6WK9dVrRABMkUXFLNlgWFh,Enjoy the Silence,The Singles 86-98,Depeche Mode,1998-09-28,255133,72,0.663,0.2,0.838,0.000177,0.0782,-5.744,0.0286,112.788,4
54bm2e3tk8cliUz3VSdCPZ,Master of Puppets (Remastered),Master of Puppets (Remastered Deluxe Box Set),Metallica,1986-03-03,515386,71,0.539,0.00067,0.828,0.421,0.154,-9.108,0.035,105.25,4
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,1984-11-05,216053,83,0.509,0.0183,0.834,0.0,0.0732,-6.205,0.0386,139.13,4
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),Voices,Daryl Hall & John Oates,1980,190626,83,0.751,0.234,0.501,0.112,0.0467,-12.151,0.0551,167.057,4
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,197706,84,0.701,0.0755,0.944,0.0,0.601,-2.986,0.0455,128.993,4
2aEuA8PSqLa17Y4hKPj5rr,Cheri Cheri Lady,Let's Talk About Love,Modern Talking,1985,226333,79,0.677,0.458,0.616,0.0132,0.349,-13.826,0.032,114.223,4
43btz2xjMKpcmjkuRsvxyg,Jack & Diane,American Fool,John Mellencamp,1982,254493,75,0.811,0.0365,0.41,6.63e-06,0.0799,-8.214,0.0391,103.963,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1983-01-04,216933,85,0.692,0.225,0.711,0.0,0.12,-7.498,0.0317,125.135,4
7fRvtXvJMpGfTLdF0M09a1,Talking In Your Sleep (2023 Remaster),In Heat (2023 Remaster),The Romantics,1983-02-14,236625,68,0.7,0.0013,0.927,0.00124,0.0445,-4.981,0.0358,129.778,4
6dnco8haegnJYtylV26cBq,Islands In the Stream,Greatest Hits,Dolly Parton,1982-10-04,251960,66,0.617,0.675,0.411,1.04e-06,0.0886,-12.075,0.0373,203.934,4
3PQEaRs2JEwtk79IqbQYt1,Blue Monday '88 - 2015 Remaster,Singles (2016 Remaster),New Order,2005-09-30,251973,51,0.701,2.79e-05,0.878,0.522,0.0608,-7.911,0.035,130.512,4
7vvRkLPIvfjjmCIqNxBuEZ,Back To Life,Keep On Movin',Soul II Soul,1989-01-01,228266,65,0.817,0.0515,0.484,0.000213,0.0391,-11.659,0.143,100.978,4
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,Raise!,"Earth, Wind & Fire",1981-11-14,339320,76,0.869,0.121,0.648,2.17e-05,0.126,-8.698,0.0633,125.035,4
56KqaFSGTb7ifpt16t5Y1N,Rock the Casbah - Remastered,Combat Rock (Remastered),The Clash,1982,222426,72,0.797,0.291,0.872,0.0,0.284,-6.727,0.0575,129.885,4
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,Storm Front,Billy Joel,1989-10-17,287733,75,0.712,0.0771,0.967,0.0,0.356,-5.206,0.047,145.024,4
3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),Voulez-Vous,ABBA,1979,292613,80,0.749,0.02,0.491,0.00899,0.159,-9.655,0.0403,119.528,4
5E3P9e1hvjyIOlFyqNB5eD,Rich Girl,The Essential Daryl Hall & John Oates,Daryl Hall & John Oates,2005-04-25,144333,63,0.598,0.5,0.643,0.0,0.0435,-6.303,0.134,167.971,4
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Born To Run,Bruce Springsteen,1975-08-25,269920,71,0.27,0.00501,0.944,2.05e-05,0.116,-4.199,0.0975,146.347,4
5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,Fleetwood Mac,1975-07-11,199493,78,0.414,0.883,0.161,0.000223,0.117,-22.32,0.0318,159.375,4
17OqI90oTFZ3J8PVu6j07V,Voulez-Vous,Voulez-Vous,ABBA,1979,309173,71,0.708,0.149,0.774,0.00109,0.169,-6.931,0.0372,126.636,4
4U45aEWtQhrm8A5mxPaFZ7,Vienna,The Stranger (Legacy Edition),Billy Joel,1977,214240,83,0.532,0.659,0.495,0.0,0.0754,-6.662,0.0343,124.936,4
6Dk5fHTvH897XrVzCO64Mx,What You Won't Do for Love,What You Won't Do for Love,Bobby Caldwell,1978,286493,73,0.642,0.462,0.396,0.000823,0.106,-16.843,0.0642,84.082,4
2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,City to City,Gerry Rafferty,1978,267773,73,0.783,0.213,0.322,0.00243,0.114,-15.091,0.0343,128.226,4
0MHXrqn909p0LRTPsNsGEi,Move on Up - Single Edit,Move on Up,Curtis Mayfield,1970,165789,63,0.538,0.417,0.969,0.00154,0.119,-5.626,0.0906,138.652,4
2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,Abba,ABBA,1975,213266,78,0.749,0.295,0.748,0.000443,0.469,-7.011,0.0323,137.547,4
3MFa9idQuY4iJLWsZl3tIQ,Young Hearts Run Free,Young Hearts Run Free (US Internet Release),Candi Staton,1976,248360,69,0.654,0.13,0.652,1.49e-05,0.202,-9.304,0.0426,115.389,4
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,270213,81,0.545,0.009,0.67,0.000822,0.0451,-8.81,0.0496,151.553,4
4qsAYBCJnu2OkTKUVbbOF1,Free Bird,Pronounced 'Leh-'Nérd 'Skin-'Nérd (Expanded Edition),Lynyrd Skynyrd,1973,558933,57,0.279,0.0119,0.852,0.0789,0.0624,-7.838,0.0511,117.416,4
0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,Dancing in the Moonlight,King Harvest,1973-01-01,181133,74,0.657,0.739,0.435,0.0,0.167,-15.707,0.0552,135.975,4
7oOOI85fVQvVnK5ynNMdW7,Rock with You - Single Version,Off the Wall,Michael Jackson,1979-08-10,220626,79,0.808,0.179,0.535,9.91e-05,0.158,-12.521,0.0353,114.031,4
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Menagerie,Bill Withers,1977-10-29,254560,82,0.692,0.292,0.651,0.00241,0.105,-8.267,0.0324,97.923,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,257800,86,0.828,0.0644,0.492,0.00428,0.128,-9.744,0.0276,120.151,4
3GIChxHmuLmBm5PTNZGDtj,Jamming,Exodus,Bob Marley & The Wailers,1977-06-03,211000,77,0.935,0.107,0.479,5.16e-05,0.118,-10.981,0.306,123.643,4
5Wj1rJnCLpMHdLaxsFtJLs,Bennie And The Jets - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,322548,74,0.665,0.259,0.673,7.62e-06,0.497,-7.95,0.0493,132.642,4
4IU1RL4BKvFyXtbTwaHAvW,Ventura Highway,Homecoming,America,1972-01-01,211680,72,0.611,0.104,0.761,0.0002,0.122,-5.929,0.0283,130.705,4
4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,Eagles (2013 Remaster),Eagles,1972-06-01,211577,79,0.575,0.343,0.67,4.95e-06,0.129,-10.39,0.0318,139.191,4
1tL5a9jowsWMtn3wkFYsG9,"Footsteps in the Dark, Pts. 1 & 2",Go for Your Guns,The Isley Brothers,1977-08-21,306800,60,0.679,0.402,0.374,2.49e-05,0.0541,-10.565,0.0482,80.86,4
3KfFrcJoCFXU2uFiO7XwTh,More Than A Woman,Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition),Various Artists,1977-11-15,196440,51,0.633,0.302,0.426,0.00267,0.653,-15.046,0.0459,105.92,4
1x1XQqhBViz4opcpwc7FVs,Reelin' In The Years,Can't Buy A Thrill,Steely Dan,1972-11-01,277467,71,0.494,0.154,0.54,0.0,0.0878,-17.34,0.0348,134.976,4
5QTxFnGygVM4jFQiBovmRo,(Don't Fear) The Reaper,Agents Of Fortune,Blue Öyster Cult,1976,308120,74,0.333,0.0029,0.927,0.000208,0.297,-8.55,0.0733,141.466,4
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,Looking Glass,1972,186826,77,0.716,0.396,0.625,1.97e-05,0.134,-11.369,0.0601,125.276,4
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Rumours,Fleetwood Mac,1977-02-04,223613,79,0.583,0.0185,0.947,0.00109,0.0679,-5.12,0.0378,135.448,4
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,1977,303373,78,0.388,0.652,0.338,3.73e-06,0.248,-10.054,0.0329,177.765,4
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,No Secrets,Carly Simon,1972,258411,74,0.66,0.153,0.68,6.7e-06,0.0784,-8.18,0.0313,106.187,4
608xszaAxVh4m7NcKJiAbF,One of These Nights - 2013 Remaster,One of These Nights (2013 Remaster),Eagles,1975-06-10,291685,72,0.655,0.0603,0.606,0.0789,0.0757,-10.385,0.0285,110.061,4
2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,Rejoice,The Emotions,1977-06-10,220560,71,0.784,0.447,0.713,0.14,0.0904,-6.865,0.0339,115.443,4
2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,Madman Across The Water,Elton John,1971-11-05,377093,77,0.414,0.382,0.428,0.000243,0.148,-11.097,0.0278,145.075,4
3IvTwPCCjfZczCN2k4qPiH,Dirty Work,Can't Buy A Thrill,Steely Dan,1972-11-01,190065,71,0.582,0.767,0.214,2.07e-06,0.122,-17.83,0.0315,72.794,4
3qiyyUfYe7CRYLucrPmulD,Baba O'Riley,Who's Next (Deluxe Edition),The Who,1971-08-14,300400,73,0.489,0.313,0.724,0.185,0.287,-8.367,0.0352,117.292,4
43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,1976,266720,72,0.445,0.234,0.706,0.000252,0.205,-9.803,0.0461,80.823,4
5RgFlk1fcClZd0Y4SGYhqH,She's Always a Woman,The Stranger (Legacy Edition),Billy Joel,1977,201373,75,0.292,0.797,0.324,0.000473,0.12,-11.996,0.0346,176.631,3
4IRHwIZHzlHT1FQpRa5RdE,Goodbye Yellow Brick Road - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,192826,76,0.559,0.446,0.473,0.00141,0.154,-7.712,0.0279,121.227,4
3wpLkju0bJy89kjgdRys0j,September,"The Essential Earth, Wind & Fire","Earth, Wind & Fire",2014-03-25,215080,59,0.694,0.165,0.831,0.000892,0.25,-7.288,0.0301,125.901,4
58r4JuwHhXLAkttkaUZfLw,Got to Be Real,Cheryl Lynn (Expanded Edition),Cheryl Lynn,1978-07-17,307946,66,0.836,0.0943,0.626,0.742,0.153,-10.143,0.0335,114.657,4
72ahyckBJfTigJCFCviVN7,Don't Bring Me Down,Discovery,Electric Light Orchestra,1979-05-31,243373,78,0.638,0.144,0.867,0.000733,0.0846,-6.469,0.0331,115.692,4
17arUdDWEinOOVrrVUkEM7,Hold the Line,The Essential Toto,TOTO,2014-06-23,236106,51,0.482,0.0191,0.835,0.0143,0.162,-7.68,0.0539,96.444,4
4fUU9WKxEgJXyrZJsUA2iP,Can't You See,The Marshall Tucker Band,The Marshall Tucker Band,1973,365093,67,0.406,0.276,0.713,0.00354,0.112,-5.49,0.0348,164.444,4
5FMXrphygZ4z3gVDHGWxgl,Copacabana (At the Copa),Dance Vault Mixes - Copacabana (At The Copa),Barry Manilow,2006-09-12,236760,67,0.606,0.333,0.899,0.000102,0.0754,-6.412,0.0758,116.735,4
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Just As I Am,Bill Withers,1971-05-01,125093,83,0.527,0.457,0.415,1.72e-05,0.117,-11.451,0.122,78.169,4
73TxYZd0lBCVRrHawrAglA,Sweet Emotion,Toys In The Attic,Aerosmith,1975-04-08,274088,73,0.379,0.00298,0.76,0.0296,0.104,-10.961,0.0378,99.436,4
6Ac4NVYYl2U73QiTt11ZKd,Hooked On A Feeling,Hooked On A Feeling,Blue Swede,1973-04-01,172866,73,0.547,0.261,0.82,0.0,0.3,-6.728,0.0805,118.208,4
6H3Wa6hWR9DRMzMSd4pZkT,Make Your Own Kind Of Music,Mama's Big Ones,Cass Elliot,1973-09-28,139533,64,0.53,0.613,0.562,1.37e-06,0.257,-13.018,0.0409,121.081,4
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Let's Stay Together,Al Green,1972,199396,76,0.756,0.582,0.401,0.011,0.0541,-10.702,0.0526,101.954,4
77oU2rjC5XbjQfNe3bD6so,Beast Of Burden - Remastered 1994,Some Girls,The Rolling Stones,1978-06-09,265173,77,0.784,0.39,0.879,0.000848,0.0426,-3.862,0.0308,100.622,4
1H4idkmruFoJBg1DvUv2tY,Band On The Run - 2010 Remaster,Band On The Run (Standard),Paul McCartney,1973-12-05,313026,70,0.479,0.0823,0.601,0.00141,0.111,-8.806,0.0319,124.966,4
3m7V717IKZqZLW5qUIOxdD,Hey Jude - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,1973-04-02,431333,59,0.399,0.0275,0.555,1.33e-05,0.0928,-10.156,0.0259,145.164,4
4Y4Gd3ty8uut6Qw43c7yJc,(Sittin' On) the Dock of the Bay,The Dock of the Bay,Otis Redding,1968-02-23,166826,60,0.484,0.724,0.312,1.65e-06,0.0601,-13.522,0.0535,205.981,4
4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,If You Can Believe Your Eyes & Ears,The Mamas & The Papas,1966-03,162373,80,0.552,0.352,0.608,0.0,0.0533,-9.786,0.0345,112.367,4
3xsOtNxtBW0oTI1OWKAzTm,Walk on By,Make Way for Dionne Warwick,Dionne Warwick,1964,178333,64,0.7,0.719,0.33,8.6e-05,0.136,-9.027,0.0303,98.605,4
3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono),All Summer Long (Mono & Stereo),The Beach Boys,1964-07-13,134386,66,0.389,0.366,0.626,0.0,0.0663,-7.813,0.0541,144.337,4
48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman","Oh, Pretty Woman",Roy Orbison,1962,178933,79,0.619,0.712,0.603,0.0,0.0721,-9.481,0.0342,127.433,4
3SdingSsFcZDZAyvcJbgAw,Can't Buy Me Love - Remastered 2009,A Hard Day's Night (Remastered),The Beatles,1964-07-10,131866,65,0.483,0.283,0.677,0.0,0.321,-5.91,0.0593,170.72,4
7jmHyHMEqm9MJWiMAneF05,Stand By Me,Don't Play That Song,Ben E. King,1962,175493,76,0.632,0.428,0.232,4.95e-06,0.215,-12.326,0.0318,119.136,4
4JLcAU2xY90qTkTSNM1lUa,Bang Bang (My Baby Shot Me Down),How Does That Grab You?,Nancy Sinatra,1966-01-01,162446,67,0.433,0.982,0.174,0.101,0.111,-18.791,0.0537,95.802,4
2HoqbEOXgbDSLZ5XCePEXt,Hit the Road Jack,Soul,Ray Charles,2021-06-04,119880,68,0.598,0.704,0.571,0.0,0.513,-12.616,0.139,173.141,4
5uES1C2NgkdrNHiCwf9jRr,Baby Love,Where Did Our Love Go,The Supremes,1964-08-31,158040,69,0.595,0.757,0.643,0.0,0.538,-9.275,0.0365,135.633,4
3uCkIqD0VzQUijbs8WIizs,These Days,Chelsea Girl,Nico,1967-10-09,210653,63,0.401,0.989,0.13,0.305,0.101,-17.638,0.0312,93.091,4
4RYwE31p4KflK1h7J7m1Yt,Spooky (Single Version),Love Songs,Dusty Springfield,2020-01-31,164933,61,0.776,0.419,0.47,0.0,0.139,-10.308,0.0318,106.329,4
0zGLlXbHlrAyBN1x6sY0rb,A Sunday Kind Of Love,At Last!,Etta James,1960,196133,71,0.421,0.829,0.285,1.55e-06,0.233,-9.43,0.0293,85.861,4
